jobNumber,mean_runtime_ms
1,0.087468
2,0.135097
3,0.152031
4,0.168647
5,0.184093
6,0.200125
7,0.217007
8,0.240308
9,0.255480
10,0.270680
11,2.222588
12,2.725689
13,3.656064
14,4.031935
15,4.739676
16,4.549994
17,4.922848
18,5.145797
19,5.438518
20,5.151454
21,5.591322
22,5.604803
23,5.558663
24,5.513386
25,5.977156
26,6.088953
27,6.010709
28,6.029495
29,5.968980
30,6.056151
