jobNumber,mean_runtime_ms
1,0.128283
2,0.134563
3,0.152656
4,0.169915
5,0.186077
6,0.202099
7,1.752010
8,2.024387
9,2.586536
10,2.961903
11,3.334564
12,3.680792
13,4.794481
14,4.455046
15,5.610029
16,5.132793
17,5.767860
18,5.405813
19,5.193963
20,5.046834
21,4.859869
22,4.721486
23,4.555632
24,4.412058
25,4.301145
26,4.472616
27,4.377540
28,3.963700
29,3.930806
30,4.078295
