jobNumber,mean_runtime_ms
1,0.088015
2,0.097401
3,0.151562
4,0.168503
5,0.184896
6,0.200258
7,0.216559
8,0.240544
9,0.255247
10,0.270150
11,0.285347
12,0.301350
13,0.331394
14,0.347028
15,0.361851
16,0.376762
17,2.877959
18,3.229511
19,3.716367
20,3.753337
21,4.095618
22,4.429779
23,4.701579
24,5.093929
25,5.327927
26,5.517235
27,5.545427
28,6.149485
29,6.197753
30,6.445362
