jobNumber,mean_runtime_ms
1,0.095127
2,0.154755
3,0.180806
4,0.205327
5,0.231529
6,0.255945
7,0.279495
8,0.310247
9,0.344668
10,0.366970
11,0.392061
12,0.414813
13,0.445027
14,0.467551
15,0.492646
16,0.516653
17,4.178063
18,4.730646
19,5.379681
20,5.722097
21,6.427245
22,7.569558
23,8.039038
24,8.091164
25,8.315442
26,9.083302
27,8.950617
28,9.226365
29,9.479956
30,9.552857
