jobNumber,mean_runtime_ms
1,0.103924
2,0.178018
3,0.213923
4,0.247797
5,0.278562
6,0.313192
7,0.358078
8,0.403605
9,0.433668
10,0.465128
11,0.499470
12,0.532230
13,0.578266
14,0.612300
15,0.645187
16,0.679981
17,0.713860
18,0.754226
19,0.786879
20,0.820961
21,6.049068
22,7.678303
23,8.745034
24,9.370850
25,10.072617
26,10.472832
27,10.729385
28,11.737114
29,11.596675
30,12.633363
