jobNumber,mean_runtime_ms
1,0.094728
2,0.153696
3,0.179993
4,0.204139
5,0.230920
6,0.254920
7,0.278009
8,0.309853
9,0.344398
10,0.366715
11,0.391488
12,0.414640
13,0.444211
14,3.017102
15,6.282252
16,7.536898
17,7.574020
18,7.235750
19,7.304521
20,7.757647
21,7.878466
22,8.158882
23,8.429827
24,8.537632
25,8.449001
26,8.826224
27,9.479593
28,9.777999
29,10.072210
30,10.591012
