jobNumber,mean_runtime_ms
1,0.083198
2,0.087445
3,0.090083
4,0.096097
5,0.148020
6,0.149577
7,0.157881
8,0.170588
9,0.178275
10,0.184788
11,0.192619
12,0.198817
13,0.212437
14,0.219503
15,0.227296
16,0.234272
17,2.124469
18,1.744134
19,2.184392
20,2.370391
21,2.537649
22,2.596061
23,2.763855
24,2.815766
25,3.075463
26,3.016892
27,3.121229
28,3.305506
29,3.367677
30,3.424888
