jobNumber,mean_runtime_ms
1,0.087330
2,0.141984
3,0.151351
4,0.168207
5,0.183916
6,0.199668
7,0.216437
8,0.240995
9,0.256359
10,0.270838
11,0.285651
12,0.302061
13,0.331516
14,2.539717
15,4.174961
16,5.108918
17,5.161029
18,4.788401
19,4.846376
20,4.818488
21,4.722528
22,5.027047
23,5.608339
24,5.472337
25,5.865312
26,5.819221
27,6.011846
28,6.416285
29,6.319155
30,6.464208
