jobNumber,mean_runtime_ms
1,0.083675
2,0.087336
3,0.090076
4,0.096597
5,0.106333
6,0.160004
7,0.159170
8,0.171144
9,0.178961
10,0.185162
11,0.191855
12,0.198817
13,0.212002
14,0.219242
15,0.226901
16,0.234023
17,0.240960
18,0.252550
19,0.261029
20,0.267625
21,2.046295
22,2.086943
23,2.475540
24,2.636267
25,2.755258
26,2.836157
27,3.105523
28,3.318835
29,3.322648
30,3.441303
