jobNumber,mean_runtime_ms
1,0.133317
2,0.173844
3,0.209675
4,0.245576
5,0.278515
6,0.312740
7,0.358626
8,0.398742
9,0.432969
10,0.467136
11,4.031964
12,5.413184
13,5.556574
14,6.388473
15,7.273844
16,8.140953
17,9.144812
18,9.932210
19,11.034976
20,13.592327
21,14.959876
22,14.768903
23,14.484236
24,15.883541
25,20.802341
26,18.239595
27,20.567448
28,16.192389
29,16.472245
30,15.917982
