jobNumber,mean_runtime_ms
1,0.125003
2,0.154584
3,0.181097
4,0.206502
5,0.232829
6,0.257666
7,2.298421
8,2.722358
9,3.678156
10,3.958404
11,4.827818
12,5.652849
13,5.926676
14,6.904300
15,6.706747
16,6.972033
17,7.524171
18,6.527050
19,7.093623
20,6.721326
21,7.064904
22,7.002438
23,6.634847
24,6.199462
25,6.449505
26,6.280804
27,6.389156
28,5.717787
29,5.689195
30,5.699105
