jobNumber,mean_runtime_ms
1,0.104423
2,0.175605
3,0.211264
4,0.246449
5,0.278611
6,0.313001
7,0.362887
8,0.401380
9,0.432528
10,0.465951
11,0.500957
12,0.532608
13,0.579562
14,0.614327
15,0.647215
16,0.682213
17,5.371174
18,6.607566
19,7.593996
20,8.212192
21,8.319010
22,9.289360
23,10.399358
24,10.632870
25,11.032811
26,11.663159
27,12.454811
28,12.085154
29,14.316569
30,14.430572
