Run,Jobs,Optimal_Safe,Optimal_Unsafe,Low_Safe,Low_Unsafe,High_Safe,High_Unsafe,CA_MOT_Safe,CA_MOT_Unsafe,Uncertainty_Safe,Uncertainty_Unsafe
299,21,18.70515463917526,2.294845360824741,12.6,8.4,17.536082474226806,3.4639175257731942,18.64020618556701,2.35979381443299,18.70515463917526,2.294845360824741
299,22,19.29714285714286,2.702857142857141,13.2,8.8,17.348571428571432,4.651428571428568,19.045714285714283,2.9542857142857173,19.108571428571427,2.8914285714285732
299,23,19.775892857142857,3.224107142857143,13.799999999999999,9.200000000000001,17.003571428571433,5.996428571428567,19.283035714285713,3.716964285714287,19.529464285714287,3.470535714285713
300,11,9.9,1.0999999999999996,6.6,4.4,9.9,1.0999999999999996,9.9,1.0999999999999996,9.9,1.0999999999999996
300,12,10.8,1.1999999999999993,7.199999999999999,4.800000000000001,10.799999999999999,1.200000000000001,10.8,1.1999999999999993,10.8,1.1999999999999993
300,13,11.700000000000001,1.299999999999999,7.8,5.2,11.700000000000001,1.299999999999999,11.700000000000001,1.299999999999999,11.700000000000001,1.299999999999999
300,14,12.599999999999998,1.4000000000000021,8.400000000000002,5.599999999999998,12.599999999999998,1.4000000000000021,12.599999999999998,1.4000000000000021,12.599999999999998,1.4000000000000021
300,15,13.5,1.5,9.0,6.0,13.5,1.5,13.5,1.5,13.5,1.5
300,16,14.4,1.5999999999999996,9.6,6.4,14.4,1.5999999999999996,14.4,1.5999999999999996,14.4,1.5999999999999996
300,17,15.3,1.6999999999999993,10.200000000000001,6.799999999999999,15.3,1.6999999999999993,15.3,1.6999999999999993,15.3,1.6999999999999993
300,18,16.2,1.8000000000000007,10.8,7.199999999999999,16.2,1.8000000000000007,16.2,1.8000000000000007,16.2,1.8000000000000007
300,19,17.1,1.8999999999999986,11.400000000000002,7.599999999999998,17.1,1.8999999999999986,17.1,1.8999999999999986,17.1,1.8999999999999986
300,20,18.0,2.0,12.000000000000002,7.999999999999998,18.0,2.0,18.0,2.0,18.0,2.0
300,21,18.721698113207548,2.278301886792452,12.600000000000001,8.399999999999999,18.721698113207548,2.278301886792452,18.72169811320754,2.278301886792459,18.721698113207548,2.278301886792452
300,22,19.449557522123893,2.550442477876107,13.200000000000003,8.799999999999997,18.398230088495573,3.6017699115044266,19.21592920353982,2.784070796460181,19.274336283185843,2.7256637168141573
300,23,20.186776859504132,2.813223140495868,13.800000000000002,9.199999999999998,17.962809917355372,5.037190082644628,19.388429752066116,3.6115702479338836,20.01570247933884,2.9842975206611584
301,11,9.9,1.0999999999999996,6.600000000000001,4.399999999999999,9.9,1.0999999999999996,9.9,1.0999999999999996,9.9,1.0999999999999996
301,12,10.8,1.1999999999999993,7.200000000000001,4.799999999999999,10.8,1.1999999999999993,10.8,1.1999999999999993,10.8,1.1999999999999993
301,13,11.700000000000001,1.299999999999999,7.800000000000001,5.199999999999999,11.700000000000001,1.299999999999999,11.700000000000001,1.299999999999999,11.700000000000001,1.299999999999999
301,14,12.6,1.4000000000000004,8.400000000000002,5.599999999999998,12.6,1.4000000000000004,12.6,1.4000000000000004,12.6,1.4000000000000004
301,15,13.5,1.5,9.000000000000002,5.999999999999998,13.5,1.5,13.5,1.5,13.5,1.5
301,16,14.4,1.5999999999999996,9.600000000000001,6.399999999999999,14.4,1.5999999999999996,14.4,1.5999999999999996,14.4,1.5999999999999996
301,17,15.300000000000002,1.6999999999999975,10.200000000000001,6.799999999999999,15.300000000000002,1.6999999999999975,15.300000000000002,1.6999999999999975,15.300000000000002,1.6999999999999975
301,18,16.200000000000003,1.7999999999999972,10.799999999999999,7.200000000000001,16.2,1.8000000000000007,16.200000000000003,1.7999999999999972,16.200000000000003,1.7999999999999972
301,19,17.1,1.8999999999999986,11.4,7.6,17.099999999999998,1.9000000000000021,17.1,1.8999999999999986,17.1,1.8999999999999986
301,20,18.000000000000004,1.9999999999999964,12.0,8.0,18.0,2.0,18.000000000000004,1.9999999999999964,18.000000000000004,1.9999999999999964
301,21,18.725,2.2749999999999986,12.6,8.4,18.724999999999998,2.275000000000002,18.666666666666664,2.3333333333333357,18.55,2.4499999999999993
301,22,19.45263157894737,2.5473684210526315,13.2,8.8,18.58421052631579,3.4157894736842103,19.105263157894736,2.8947368421052637,18.410526315789475,3.5894736842105246
301,23,20.00420168067227,2.9957983193277293,13.799999999999999,9.200000000000001,18.612605042016806,4.387394957983194,19.250420168067226,3.749579831932774,18.264705882352942,4.735294117647058
302,11,9.900000000000002,1.0999999999999979,6.599999999999999,4.400000000000001,9.900000000000002,1.0999999999999979,9.900000000000002,1.0999999999999979,9.900000000000002,1.0999999999999979
302,12,10.8,1.1999999999999993,7.199999999999998,4.800000000000002,10.8,1.1999999999999993,10.8,1.1999999999999993,10.8,1.1999999999999993
302,13,11.700000000000001,1.299999999999999,7.799999999999998,5.200000000000002,11.700000000000001,1.299999999999999,11.700000000000001,1.299999999999999,11.700000000000001,1.299999999999999
302,14,12.600000000000003,1.3999999999999968,8.399999999999999,5.600000000000001,12.600000000000003,1.3999999999999968,12.600000000000003,1.3999999999999968,12.600000000000003,1.3999999999999968
302,15,13.500000000000004,1.4999999999999964,8.999999999999998,6.000000000000002,13.500000000000004,1.4999999999999964,13.500000000000004,1.4999999999999964,13.500000000000004,1.4999999999999964
302,16,14.400000000000004,1.599999999999996,9.599999999999998,6.400000000000002,14.400000000000002,1.5999999999999979,14.400000000000004,1.599999999999996,14.400000000000004,1.599999999999996
302,17,15.300000000000004,1.6999999999999957,10.2,6.800000000000001,15.3,1.6999999999999993,15.300000000000004,1.6999999999999957,15.300000000000004,1.6999999999999957
302,18,16.200000000000003,1.7999999999999972,10.799999999999999,7.200000000000001,16.2,1.8000000000000007,16.200000000000003,1.7999999999999972,16.200000000000003,1.7999999999999972
302,19,17.100000000000005,1.899999999999995,11.399999999999997,7.600000000000003,17.1,1.8999999999999986,17.100000000000005,1.899999999999995,17.100000000000005,1.899999999999995
302,20,18.000000000000004,1.9999999999999964,11.999999999999996,8.000000000000004,18.000000000000004,1.9999999999999964,18.000000000000004,1.9999999999999964,18.000000000000004,1.9999999999999964
302,21,18.718269230769234,2.281730769230766,12.599999999999998,8.400000000000002,17.991346153846155,3.0086538461538446,18.657692307692308,2.342307692307692,17.99134615384616,3.008653846153841
302,22,19.301886792452834,2.6981132075471663,13.199999999999998,8.800000000000002,17.932075471698113,4.067924528301887,19.11509433962264,2.8849056603773597,18.492452830188682,3.5075471698113176
302,23,19.837500000000002,3.162499999999998,13.799999999999997,9.200000000000003,17.742857142857144,5.257142857142856,19.34464285714286,3.6553571428571416,18.297321428571433,4.702678571428567
303,11,9.900000000000002,1.0999999999999979,6.6,4.4,9.899999999999999,1.1000000000000014,9.900000000000002,1.0999999999999979,9.900000000000002,1.0999999999999979
303,12,10.800000000000002,1.1999999999999975,7.199999999999999,4.800000000000001,10.8,1.1999999999999993,10.800000000000002,1.1999999999999975,10.800000000000002,1.1999999999999975
303,13,11.700000000000003,1.2999999999999972,7.8,5.2,11.700000000000001,1.299999999999999,11.700000000000003,1.2999999999999972,11.700000000000003,1.2999999999999972
303,14,12.600000000000003,1.3999999999999968,8.4,5.6,12.6,1.4000000000000004,12.600000000000003,1.3999999999999968,12.600000000000003,1.3999999999999968
303,15,13.500000000000002,1.4999999999999982,9.0,6.0,13.5,1.5,13.500000000000002,1.4999999999999982,13.500000000000002,1.4999999999999982
303,16,14.400000000000002,1.5999999999999979,9.6,6.4,14.4,1.5999999999999996,14.400000000000002,1.5999999999999979,14.400000000000002,1.5999999999999979
303,17,15.300000000000002,1.6999999999999975,10.2,6.800000000000001,15.3,1.6999999999999993,15.300000000000002,1.6999999999999975,15.300000000000002,1.6999999999999975
303,18,16.200000000000003,1.7999999999999972,10.799999999999999,7.200000000000001,16.2,1.8000000000000007,16.200000000000003,1.7999999999999972,16.200000000000003,1.7999999999999972
303,19,17.1,1.8999999999999986,11.400000000000002,7.599999999999998,17.099999999999998,1.9000000000000021,17.1,1.8999999999999986,17.1,1.8999999999999986
